,especie,fecha,apertura,maximo,minimo,cierre,volumen,timestamp
0,AL29,2020-09-07,5550.0,6580.0,5550.0,6346.5,340481,1599447600
1,AL29,2020-09-08,6355.0,6450.0,6200.0,6377.0,1987555,1599534000
2,AL29,2020-09-09,6400.0,6525.0,6400.0,6506.0,2795376,1599620400
3,AL29,2020-09-10,6551.0,6590.0,6500.0,6559.5,602990,1599706800
4,AL29,2020-09-11,6560.0,6597.0,6411.0,6493.0,1388009,1599793200
5,AL29,2020-09-14,6500.0,6500.0,6205.0,6430.0,3102251,1600052400
6,AL29,2020-09-15,6430.0,6450.0,6240.0,6250.0,2311654,1600138800
7,AL29,2020-09-16,6300.0,6419.0,6050.0,6141.0,1051351,1600225200
8,AL29,2020-09-17,6000.0,6245.0,5930.5,6060.0,1266595,1600311600
9,AL29,2020-09-18,6100.0,6249.5,6056.5,6210.0,1020678,1600398000
10,AL29,2020-09-21,6178.0,6250.0,6065.0,6230.0,589972,1600657200
11,AL29,2020-09-22,6075.5,6340.0,6075.5,6260.0,1445327,1600743600
12,AL29,2020-09-23,6299.0,6500.0,6200.0,6412.0,1654127,1600830000
13,AL29,2020-09-24,6412.0,6478.0,6100.0,6200.0,743975,1600916400
14,AL29,2020-09-25,6299.0,6299.0,6205.0,6245.0,438653,1601002800
15,AL29,2020-09-28,6250.0,6330.0,6220.0,6307.0,1217126,1601262000
16,AL29,2020-09-29,6310.0,6415.0,6310.0,6364.0,458119,1601348400
17,AL29,2020-09-30,6374.0,6420.0,6374.0,6419.0,448782,1601434800
18,AL29,2020-10-01,6500.0,6500.0,6330.5,6390.0,584064,1601521200
19,AL29,2020-10-02,6378.0,6600.0,6320.0,6427.0,1673654,1601607600
20,AL29,2020-10-05,6440.0,6470.0,6375.0,6430.0,1901441,1601866800
21,AL29,2020-10-06,6430.0,6499.0,6380.0,6399.0,386716,1601953200
22,AL29,2020-10-07,6449.0,6449.0,6328.0,6370.0,689715,1602039600
23,AL29,2020-10-08,6400.0,6430.0,6300.0,6430.0,596292,1602126000
24,AL29,2020-10-09,6430.0,6600.0,6410.0,6560.0,782506,1602212400
25,AL29,2020-10-13,6639.0,6639.0,6551.0,6600.0,572303,1602558000
26,AL29,2020-10-14,6586.0,6730.0,6575.0,6700.0,1025472,1602644400
27,AL29,2020-10-15,6701.0,6999.5,6701.0,6953.0,1662540,1602730800
28,AL29,2020-10-16,6953.0,7030.0,6750.0,6815.0,2333217,1602817200
29,AL29,2020-10-19,6990.0,6990.0,6600.0,6790.0,1049049,1603076400
30,AL29,2020-10-20,7000.0,7000.0,6600.0,6700.0,534226,1603162800
31,AL29,2020-10-21,6652.0,6930.0,6652.0,6829.0,4726958,1603249200
32,AL29,2020-10-22,6829.0,6976.0,6700.0,6939.0,1281903,1603335600
33,AL29,2020-10-23,6990.0,6994.0,6700.5,6805.0,1662664,1603422000
34,AL29,2020-10-26,6975.0,6975.0,6350.0,6425.0,445341,1603681200
35,AL29,2020-10-27,6425.0,6590.0,6380.0,6492.0,1393420,1603767600
36,AL29,2020-10-28,6500.0,6555.0,6299.0,6425.0,443033,1603854000
37,AL29,2020-10-29,6440.0,6510.0,6250.0,6475.0,1022529,1603940400
38,AL29,2020-10-30,6475.0,6575.0,6290.0,6410.0,833236,1604026800
39,AL29,2020-11-02,6411.0,6500.0,6100.0,6115.0,366369,1604286000
40,AL29,2020-11-03,6115.0,6305.0,6000.0,6284.0,840900,1604372400
41,AL29,2020-11-04,6300.0,6450.0,6229.0,6400.0,1029692,1604458800
42,AL29,2020-11-05,6500.0,6500.0,6350.0,6460.0,1263405,1604545200
43,AL29,2020-11-06,6400.0,6425.0,6330.0,6368.0,1461815,1604631600
44,AL29,2020-11-09,6499.0,6499.0,6350.0,6431.0,1067245,1604890800
45,AL29,2020-11-10,6435.0,6495.0,6300.0,6388.5,1500837,1604977200
46,AL29,2020-11-11,6399.5,6400.0,6220.0,6330.0,3436057,1605063600
47,AL29,2020-11-12,6330.0,6350.0,6200.0,6200.0,2294322,1605150000
48,AL29,2020-11-13,6191.0,6425.0,6191.0,6379.0,1409468,1605236400
49,AL29,2020-11-16,6379.0,6428.0,6320.0,6405.0,1755677,1605495600
50,AL29,2020-11-17,6405.0,6405.0,6284.5,6329.5,2066807,1605582000
51,AL29,2020-11-18,6399.0,6410.0,6330.0,6394.0,1764601,1605668400
52,AL29,2020-11-19,6449.0,6449.0,6225.0,6290.0,1385031,1605754800
53,AL29,2020-11-20,6296.0,6339.0,6200.0,6285.5,2148975,1605841200
54,AL29,2020-11-24,6215.0,6390.0,6215.0,6309.5,589172,1606186800
55,AL29,2020-11-25,6310.0,6330.0,6272.0,6325.0,3635066,1606273200
56,AL29,2020-11-26,6399.0,6399.0,6280.5,6332.0,387791,1606359600
57,AL29,2020-11-27,6399.0,6399.0,6230.0,6250.0,590551,1606446000
58,AL29,2020-11-30,6300.0,6300.0,6075.0,6181.0,364118,1606705200
59,AL29,2020-12-01,6003.0,6199.0,6003.0,6100.0,219888,1606791600
60,AL29,2020-12-02,6195.0,6195.0,5985.0,6006.0,444418,1606878000
61,AL29,2020-12-03,6095.0,6095.0,5800.0,5850.0,430373,1606964400
62,AL29,2020-12-04,5994.0,6050.0,5850.0,5920.0,630372,1607050800
63,AL29,2020-12-09,5900.0,6170.0,5800.0,5845.0,545926,1607482800
64,AL29,2020-12-10,5845.0,5900.0,5700.0,5825.0,344615,1607569200
65,AL29,2020-12-11,5825.0,5890.0,5785.0,5890.0,1072409,1607655600
66,AL29,2020-12-14,5850.0,5920.0,5815.0,5860.0,2337268,1607914800
67,AL29,2020-12-15,5980.0,5980.0,5860.0,5880.0,1732938,1608001200
68,AL29,2020-12-16,5939.5,5939.5,5800.0,5835.0,1024421,1608087600
69,AL29,2020-12-17,5840.0,5880.0,5800.0,5820.0,1503837,1608174000
70,AL29,2020-12-18,5900.0,5900.0,5828.0,5857.0,3442692,1608260400
71,AL29,2020-12-21,5857.0,5910.0,5845.0,5870.0,2689637,1608519600
72,AL29,2020-12-22,5900.0,5940.0,5870.0,5911.0,1104382,1608606000
73,AL29,2020-12-23,5995.0,5995.0,5910.0,5950.0,910553,1608692400
74,AL29,2020-12-28,5999.5,6000.0,5923.0,5990.0,529465,1609124400
75,AL29,2020-12-29,5990.0,6134.0,5960.0,6015.0,396931,1609210800
76,AL29,2020-12-30,6015.0,6099.0,5971.0,5990.0,382009,1609297200
77,AL29,2021-01-04,5980.0,6069.5,5910.0,5970.0,637283,1609729200
78,AL29,2021-01-05,6050.0,6050.0,5750.0,5984.0,386028,1609815600
79,AL29,2021-01-06,5980.0,6039.0,5950.0,6036.0,514020,1609902000
80,AL29,2021-01-07,6036.0,6050.0,5990.0,6024.0,403952,1609988400
81,AL29,2021-01-08,6049.0,6049.0,5979.0,6000.0,311815,1610074800
82,AL29,2021-01-11,6000.0,6049.0,5920.0,5977.0,2898215,1610334000
83,AL29,2021-01-12,6030.0,6030.0,5950.0,5950.0,288941,1610420400
84,AL29,2021-01-13,5920.0,5996.5,5890.0,5929.0,188435,1610506800
85,AL29,2021-01-14,5880.0,5929.0,5850.0,5881.0,470717,1610593200
86,AL29,2021-01-15,5930.0,5930.0,5825.0,5890.0,522277,1610679600
87,AL29,2021-01-18,5900.0,5934.5,5831.0,5854.0,518044,1610938800
88,AL29,2021-01-19,5835.0,6000.0,5835.0,5889.0,249449,1611025200
89,AL29,2021-01-20,5900.0,5910.0,5860.0,5880.0,578626,1611111600
90,AL29,2021-01-21,5885.0,5895.0,5800.0,5825.0,182870,1611198000
91,AL29,2021-01-22,5800.0,5869.5,5800.0,5835.0,431138,1611284400
92,AL29,2021-01-25,5839.0,5870.0,5800.0,5870.0,539785,1611543600
93,AL29,2021-01-26,5890.0,5914.0,5815.0,5890.0,2976902,1611630000
94,AL29,2021-01-27,5900.0,5950.0,5850.0,5865.0,403035,1611716400
95,AL29,2021-01-28,5860.0,5899.0,5800.0,5855.0,452238,1611802800
96,AL29,2021-01-29,5860.0,5900.0,5860.0,5877.5,191975,1611889200
97,AL29,2021-02-01,5877.5,5948.0,5850.5,5895.0,283978,1612148400
98,AL29,2021-02-02,5895.0,5947.0,5875.0,5941.0,590643,1612234800
99,AL29,2021-02-03,5900.0,6030.0,5885.0,5899.0,752682,1612321200
100,AL29,2021-02-04,5851.0,5945.0,5851.0,5922.0,465334,1612407600
101,AL29,2021-02-05,5950.0,5950.0,5910.0,5945.0,336473,1612494000
102,AL29,2021-02-08,5946.0,5950.0,5851.0,5945.0,448383,1612753200
103,AL29,2021-02-09,5915.0,5947.0,5880.0,5912.0,533521,1612839600
104,AL29,2021-02-10,5890.0,5919.5,5879.0,5910.0,325325,1612926000
105,AL29,2021-02-11,5900.0,5902.0,5600.0,5780.0,335931,1613012400
106,AL29,2021-02-12,5780.0,5798.0,5675.0,5690.0,310757,1613098800
107,AL29,2021-02-17,5670.0,5675.0,5490.0,5500.0,357062,1613530800
108,AL29,2021-02-18,5600.0,5667.0,5325.0,5510.0,1055036,1613617200
109,AL29,2021-02-19,5510.0,5595.0,5300.0,5390.0,437145,1613703600
110,AL29,2021-02-22,5375.0,5375.0,5050.0,5215.0,2033904,1613962800
111,AL29,2021-02-23,5269.0,5269.0,5157.0,5215.0,1465036,1614049200
112,AL29,2021-02-24,5278.0,5356.0,5206.0,5356.0,375318,1614135600
113,AL29,2021-02-25,5390.0,5479.0,5324.0,5395.0,353466,1614222000
114,AL29,2021-02-26,5460.0,5480.0,5341.0,5442.0,436555,1614308400
115,AL29,2021-03-01,5445.0,5520.0,5445.0,5481.0,474791,1614567600
116,AL29,2021-03-02,5500.0,5548.5,5414.5,5489.0,361,1614654000
117,AL29,2021-03-03,5450.0,5480.0,5391.0,5470.0,25,1614740400
118,AL29,2021-03-04,5400.0,5500.0,5390.0,5470.0,323,1614826800
119,AL29,2021-03-05,5500.0,5554.0,5360.0,5465.0,10,1614913200
120,AL29,2021-03-08,5500.0,5520.0,5360.0,5465.0,1900,1615172400
121,AL29,2021-03-09,5400.0,5400.0,5263.0,5263.0,1140,1615258800
122,AL29,2021-03-10,5290.0,5290.0,5002.0,5027.0,2357,1615345200
123,AL29,2021-03-11,5035.0,5187.0,5000.0,5035.0,1,1615431600
124,AL29,2021-03-12,5100.0,5149.0,5000.0,5139.5,653442,1615518000
125,AL29,2021-03-15,5190.0,5279.0,5000.0,5260.0,363595,1615777200
126,AL29,2021-03-16,5300.0,5329.0,5250.0,5300.0,808590,1615863600
127,AL29,2021-03-17,5280.0,5350.0,5205.0,5345.0,1344939,1615950000
128,AL29,2021-03-18,5301.0,5370.0,5260.0,5296.0,284147,1616036400
129,AL29,2021-03-19,5296.0,5363.5,5261.0,5340.0,1056263,1616122800
130,AL29,2021-03-22,5340.0,5403.0,5275.0,5360.0,2776078,1616382000
131,AL29,2021-03-23,5330.0,5365.0,5310.5,5328.0,336343,1616468400
132,AL29,2021-03-25,5250.0,5299.0,4999.0,5139.0,300,1616641200
133,AL29,2021-03-26,5129.0,5130.0,5050.0,5063.0,505070,1616727600
134,AL29,2021-03-29,5063.0,5095.0,4956.0,5020.0,215938,1616986800
135,AL29,2021-03-30,5020.0,5100.0,4950.0,4960.0,921335,1617073200
136,AL29,2021-03-31,5000.0,5094.0,4968.0,5063.0,266573,1617159600
137,AL29,2021-04-05,5064.0,5125.0,5025.5,5124.0,172675,1617591600
138,AL29,2021-04-06,5130.0,5200.0,5100.0,5164.0,364059,1617678000
139,AL29,2021-04-07,5166.0,5170.0,5105.0,5148.0,340475,1617764400
140,AL29,2021-04-08,5104.0,5175.0,5104.0,5145.0,275654,1617850800
141,AL29,2021-04-09,5100.0,5183.5,5100.0,5145.0,180791,1617937200
142,AL29,2021-04-12,5150.0,5169.5,5114.0,5165.0,158268,1618196400
143,AL29,2021-04-13,5199.0,5200.0,5130.5,5166.0,364466,1618282800
144,AL29,2021-04-14,5120.0,5270.0,5120.0,5189.0,489379,1618369200
145,AL29,2021-04-15,5280.0,5280.0,5100.0,5155.0,545711,1618455600
146,AL29,2021-04-16,5155.0,5255.0,5093.0,5204.0,532316,1618542000
147,AL29,2021-04-19,5204.0,5225.0,5101.0,5210.0,266118,1618801200
148,AL29,2021-04-20,5210.0,5250.0,5160.0,5245.0,536357,1618887600
149,AL29,2021-04-21,5250.0,5296.0,5240.0,5290.0,316093,1618974000
150,AL29,2021-04-22,5300.0,5337.0,5265.0,5337.0,423128,1619060400
151,AL29,2021-04-23,5330.0,5405.0,5320.0,5400.0,684689,1619146800
152,AL29,2021-04-26,5301.0,5529.0,5301.0,5520.0,832,1619406000
153,AL29,2021-04-27,5550.0,5670.0,5470.0,5590.0,196227,1619492400
154,AL29,2021-04-28,5600.0,5700.0,5541.0,5660.0,277943,1619578800
155,AL29,2021-04-29,5700.0,5798.5,5590.0,5633.0,577943,1619665200
156,AL29,2021-04-30,5690.0,5690.0,5590.0,5632.0,198,1619751600
157,AL29,2021-05-03,5775.0,5775.0,5580.0,5670.0,488656,1620010800
158,AL29,2021-05-04,5670.0,5680.0,5630.0,5663.0,135925,1620097200
159,AL29,2021-05-05,5663.0,5710.0,5663.0,5675.0,411498,1620183600
160,AL29,2021-05-06,5680.0,5680.0,5630.0,5640.0,95890,1620270000
161,AL29,2021-05-07,5405.0,5690.0,5405.0,5597.0,404831,1620356400
162,AL29,2021-05-10,5595.0,5657.5,5480.0,5584.0,243090,1620615600
163,AL29,2021-05-11,5530.0,5650.0,5475.0,5475.0,157493,1620702000
164,AL29,2021-05-12,5450.0,5549.0,5400.0,5545.0,972257,1620788400
165,AL29,2021-05-13,5549.0,5630.0,5549.0,5619.0,613767,1620874800
166,AL29,2021-05-14,5600.0,5775.0,5576.0,5760.0,428527,1620961200
167,AL29,2021-05-17,5755.0,5949.5,5715.0,5895.0,300,1621220400
168,AL29,2021-05-18,5896.0,5950.0,5700.0,5895.0,614,1621306800
169,AL29,2021-05-19,5911.0,5949.0,5800.0,5850.0,2427,1621393200
170,AL29,2021-05-20,5910.0,5910.0,5800.0,5849.0,1,1621479600
171,AL29,2021-05-21,5800.0,5890.0,5785.0,5849.0,0,1621566000
172,AL29,2021-05-26,5849.0,6011.0,5800.0,6000.0,232320,1621998000
173,AL29,2021-05-27,6000.0,6100.0,5960.0,6079.5,161783,1622084400
174,AL29,2021-05-28,6079.5,6079.5,5960.0,6000.0,414,1622170800
175,AL29,2021-05-31,6000.0,6045.0,5910.0,6030.0,419849,1622430000
176,AL29,2021-06-01,6085.0,6089.0,6012.0,6080.0,365148,1622516400
177,AL29,2021-06-02,6089.0,6270.0,6089.0,6268.0,650902,1622602800
178,AL29,2021-06-03,6270.0,6299.5,6100.0,6170.0,311745,1622689200
179,AL29,2021-06-04,6161.0,6234.5,6040.5,6090.0,342833,1622775600
180,AL29,2021-06-07,6068.0,6223.5,6016.5,6150.0,464654,1623034800
181,AL29,2021-06-08,6200.0,6221.0,6151.0,6210.0,906206,1623121200
182,AL29,2021-06-09,6223.0,6335.5,6223.0,6328.0,454823,1623207600
183,AL29,2021-06-10,6320.0,6429.5,6201.0,6290.0,783544,1623294000
184,AL29,2021-06-11,6290.0,6380.0,6290.0,6335.0,631431,1623380400
185,AL29,2021-06-14,6335.0,6426.5,6275.0,6300.0,187002,1623639600
186,AL29,2021-06-15,6300.0,6314.0,6260.0,6287.0,242286,1623726000
187,AL29,2021-06-16,6299.0,6352.0,6270.0,6325.0,380742,1623812400
188,AL29,2021-06-17,6325.0,6400.0,6281.0,6290.0,281126,1623898800
189,AL29,2021-06-18,6265.0,6329.0,6240.0,6300.0,324769,1623985200
190,AL29,2021-06-22,6297.0,6297.0,6200.5,6235.0,178712,1624330800
191,AL29,2021-06-23,6300.0,6300.0,6232.0,6250.0,225261,1624417200
192,AL29,2021-06-24,6250.0,6258.0,6190.0,6203.0,316978,1624503600
193,AL29,2021-06-25,6200.0,6205.0,6100.0,6122.0,226551,1624590000
194,AL29,2021-06-28,6189.0,6189.0,6080.0,6090.0,420023,1624849200
195,AL29,2021-06-29,6150.0,6150.0,5995.0,6000.0,353794,1624935600
196,AL29,2021-06-30,6000.0,6029.0,5950.0,5960.0,195269,1625022000
197,AL29,2021-07-01,6000.0,6089.5,5990.0,6010.0,233316,1625108400
198,AL29,2021-07-02,5990.0,6190.0,5990.0,6090.0,307999,1625194800
199,AL29,2021-07-05,6100.0,6200.0,6090.0,6090.0,259809,1625454000
200,AL29,2021-07-06,6180.0,6180.0,6085.0,6095.0,412327,1625540400
201,AL29,2021-07-07,6080.0,6080.0,5911.0,5962.0,603904,1625626800
202,AL29,2021-07-08,6050.0,6050.0,5900.0,5939.5,432346,1625713200
203,AL29,2021-07-12,5950.0,5999.5,5902.0,5925.0,586677,1626058800
204,AL29,2021-07-13,5909.0,5995.0,5909.0,5990.0,526762,1626145200
205,AL29,2021-07-14,6003.0,6075.0,5950.0,6017.0,298757,1626231600
206,AL29,2021-07-15,6017.0,6080.0,6015.0,6037.0,161705,1626318000
207,AL29,2021-07-16,6040.0,6110.0,6040.0,6105.0,432865,1626404400
208,AL29,2021-07-19,6120.0,6138.0,6055.0,6138.0,566797,1626663600
209,AL29,2021-07-20,6140.0,6260.0,6140.0,6260.0,369111,1626750000
210,AL29,2021-07-21,6270.0,6319.5,6215.0,6264.0,470502,1626836400
211,AL29,2021-07-22,6289.5,6312.5,6235.0,6260.0,295175,1626922800
212,AL29,2021-07-23,6265.0,6320.0,6241.0,6252.0,356659,1627009200
213,AL29,2021-07-26,6200.0,6299.5,6200.0,6270.0,144610,1627268400
214,AL29,2021-07-27,6270.0,6300.0,6231.0,6298.0,253815,1627354800
215,AL29,2021-07-28,6298.0,6298.0,6204.0,6260.0,88565,1627441200
216,AL29,2021-07-29,6339.0,6339.0,6235.0,6243.0,139820,1627527600
217,AL29,2021-07-30,6243.0,6296.0,6229.0,6232.0,161386,1627614000
218,AL29,2021-08-02,6296.0,6296.0,6150.0,6245.0,277107,1627873200
219,AL29,2021-08-03,6245.0,6250.0,6220.0,6230.0,170575,1627959600
220,AL29,2021-08-04,6279.5,6279.5,6185.0,6229.5,445650,1628046000
221,AL29,2021-08-05,6289.5,6364.5,6152.0,6182.0,326196,1628132400
222,AL29,2021-08-06,6180.0,6200.0,6100.0,6200.0,210976,1628218800
223,AL29,2021-08-09,6170.0,6170.0,6081.0,6140.0,1393816,1628478000
224,AL29,2021-08-10,6086.0,6204.0,6086.0,6195.0,788253,1628564400
225,AL29,2021-08-11,6200.0,6285.0,6175.0,6250.0,192723,1628650800
226,AL29,2021-08-12,6241.0,6300.0,6241.0,6281.0,563646,1628737200
227,AL29,2021-08-13,6350.0,6350.0,6190.0,6250.0,192714,1628823600
228,AL29,2021-08-17,6249.0,6249.0,6141.5,6185.0,245029,1629169200
229,AL29,2021-08-18,6150.0,6238.0,6110.0,6224.5,152644,1629255600
230,AL29,2021-08-19,6224.0,6224.5,6180.0,6215.0,155020,1629342000
231,AL29,2021-08-20,6280.0,6280.0,6190.0,6190.0,120829,1629428400
232,AL29,2021-08-23,6182.0,6258.5,6175.0,6200.0,218135,1629687600
233,AL29,2021-08-24,6228.0,6255.0,6150.0,6250.0,309667,1629774000
234,AL29,2021-08-25,6250.0,6290.0,6245.0,6255.0,294813,1629860400
235,AL29,2021-08-26,6295.0,6295.0,6220.0,6260.0,256760,1629946800
236,AL29,2021-08-27,6260.0,6347.0,6250.0,6309.0,131829,1630033200
237,AL29,2021-08-30,6339.5,6368.0,6320.0,6368.0,317989,1630292400
238,AL29,2021-08-31,6367.5,6449.5,6337.0,6440.0,295878,1630378800
239,AL29,2021-09-01,6439.0,6540.0,6439.0,6520.0,407009,1630465200
240,AL29,2021-09-02,6550.0,6600.0,6520.5,6590.0,496835,1630551600
241,AL29,2021-09-03,6620.0,6666.0,6580.0,6605.0,410791,1630638000
242,AL29,2021-09-06,6650.0,6650.0,6605.5,6625.0,222058,1630897200
243,AL29,2021-09-07,6700.0,6710.0,6615.0,6705.0,575288,1630983600
244,AL29,2021-09-08,6750.0,6756.5,6651.0,6675.0,564989,1631070000
245,AL29,2021-09-09,6675.5,6734.5,6609.5,6681.0,314676,1631156400
246,AL29,2021-09-10,6685.0,6790.0,6620.0,6680.0,406023,1631242800
247,AL29,2021-09-13,6781.0,6960.0,6781.0,6821.0,927586,1631502000
248,AL29,2021-09-14,6821.0,6979.5,6761.0,6761.0,246684,1631588400
249,AL29,2021-09-15,6830.0,6850.0,6740.0,6830.0,215889,1631674800
250,AL29,2021-09-16,6800.0,6991.0,6765.0,6980.0,404627,1631761200
251,AL29,2021-09-17,7000.0,7020.0,6940.5,6991.0,405587,1631847600
252,AL29,2021-09-20,6925.0,6925.0,6850.0,6890.5,257346,1632106800
253,AL29,2021-09-21,6890.5,6947.0,6890.5,6900.0,803158,1632193200
254,AL29,2021-09-22,6930.0,6930.0,6870.0,6912.0,548542,1632279600
255,AL29,2021-09-23,6850.0,6974.0,6850.0,6950.0,849706,1632366000
256,AL29,2021-09-24,7039.0,7039.0,6829.0,6829.0,122790,1632452400
257,AL29,2021-09-27,6814.0,6814.0,6734.0,6770.0,99181,1632711600
258,AL29,2021-09-28,6711.0,6770.0,6700.0,6764.5,227632,1632798000
259,AL29,2021-09-29,6765.0,6899.0,6765.0,6875.0,424779,1632884400
