especie,fecha,apertura,maximo,minimo,cierre,volumen,timestamp
GD29D,2020-09-15,52.5,54.01,52.5,53.75,235555,1600138800
GD29D,2020-09-16,52.5,52.5,50.05,51,22664,1600225200
GD29D,2020-09-17,50.99,50.99,48,48.01,88881,1600311600
GD29D,2020-09-18,48.5,50.14,48.4,48.45,60602,1600398000
GD29D,2020-09-21,47,47.5,46,47,43038,1600657200
GD29D,2020-09-22,47.1,48.48,46.7,47,51735,1600743600
GD29D,2020-09-23,46.8,50,46,47.1,35280,1600830000
GD29D,2020-09-24,47.2,48,47.2,47.8,174994,1600916400
GD29D,2020-09-25,47.8,48,46.5,48,9806,1601002800
GD29D,2020-09-28,48,48.5,47.03,48.3,78480,1601262000
GD29D,2020-09-29,46.9,48,46.9,47.5,10046,1601348400
GD29D,2020-09-30,46.16,48.7,46.16,47.9,75977,1601434800
GD29D,2020-10-01,48.01,49,48.01,48.32,120736,1601521200
GD29D,2020-10-02,47.8,48.96,47.1,47.32,42437,1601607600
GD29D,2020-10-05,48,48.99,47,47.99,49726,1601866800
GD29D,2020-10-06,48,48,47,47.6,36944,1601953200
GD29D,2020-10-07,47.89,48.69,47.55,47.7,35569,1602039600
GD29D,2020-10-08,47,48.75,47,48.75,11157,1602126000
GD29D,2020-10-09,48.75,48.94,47.3,48.6,27702,1602212400
GD29D,2020-10-13,48.5,48.99,47.8,48.4,138857,1602558000
GD29D,2020-10-14,48.4,48.4,47.55,48.4,36071,1602644400
GD29D,2020-10-15,47.55,47.55,46.15,46.46,78952,1602730800
GD29D,2020-10-16,46.25,47,45,47,51786,1602817200
GD29D,2020-10-19,45,45.29,44,45.1,32421,1603076400
GD29D,2020-10-20,45,45.1,43.5,44.5,28430,1603162800
GD29D,2020-10-21,44.15,44.3,44,44.3,37314,1603249200
GD29D,2020-10-22,44,48,43.76,48,162013,1603335600
GD29D,2020-10-23,47.9,49.3,46.12,49,968144,1603422000
GD29D,2020-10-26,49,49,47,47,20086,1603681200
GD29D,2020-10-27,46.99,46.99,45,45,5764,1603767600
GD29D,2020-10-28,44,49.9,43.4,48,909430,1603854000
GD29D,2020-10-29,46.6,46.7,45.25,46.7,58011,1603940400
GD29D,2020-10-30,45.5,46.5,45,46.5,16223,1604026800
GD29D,2020-11-02,46.43,47.95,44.8,44.83,50064,1604286000
GD29D,2020-11-03,44.4,45.9,44,44.76,26105,1604372400
GD29D,2020-11-04,44.7,45.8,44.05,45.5,363163,1604458800
GD29D,2020-11-05,45.02,46.5,45.02,46.5,71711,1604545200
GD29D,2020-11-06,46,46.49,45.54,45.6,46881,1604631600
GD29D,2020-11-09,46,46.8,45.63,46,168826,1604890800
GD29D,2020-11-10,46.3,47.5,45.76,46.49,103385,1604977200
GD29D,2020-11-11,46,46.5,45.2,46.2,168035,1605063600
GD29D,2020-11-12,46.4,46.48,45.83,46.25,149325,1605150000
GD29D,2020-11-13,45.4,46.6,45.4,46.25,35368,1605236400
GD29D,2020-11-16,46.01,46.25,45.76,46.01,22019,1605495600
GD29D,2020-11-17,45,45.75,45,45.7,116545,1605582000
GD29D,2020-11-18,45.2,45.5,45,45.5,698620,1605668400
GD29D,2020-11-19,44.15,45,44.15,44.5,85742,1605754800
GD29D,2020-11-20,44.15,44.48,44,44.01,32322,1605841200
GD29D,2020-11-24,44.2,45.3,44.2,44.31,14249,1606186800
GD29D,2020-11-25,44.41,45,44.01,45,504728,1606273200
GD29D,2020-11-26,45.1,45.8,44.41,45.1,9113,1606359600
GD29D,2020-11-27,45.1,45.3,44.5,45.1,21122,1606446000
GD29D,2020-11-30,45.1,45.1,44.03,44.16,24953,1606705200
GD29D,2020-12-01,44.25,44.89,44.21,44.22,17472,1606791600
GD29D,2020-12-02,44.22,44.22,43.5,44,16817,1606878000
GD29D,2020-12-03,43,44.5,43,44,55203,1606964400
GD29D,2020-12-04,43.9,44.3,43.3,43.7,21547,1607050800
GD29D,2020-12-09,43.8,43.8,43.3,43.5,41002,1607482800
GD29D,2020-12-10,43.5,43.5,43,43.5,25249,1607569200
GD29D,2020-12-11,43.26,43.9,43.26,43.69,31928,1607655600
GD29D,2020-12-14,43.75,44.53,43.75,44.3,19735,1607914800
GD29D,2020-12-15,44.84,44.84,43.9,43.9,49905,1608001200
GD29D,2020-12-16,43.9,43.9,43.3,43.48,63721,1608087600
GD29D,2020-12-17,43.47,43.47,43,43.47,65049,1608174000
GD29D,2020-12-18,43.02,43.55,42.51,43.5,55907,1608260400
GD29D,2020-12-21,43.79,44.38,43.04,44.38,51947,1608519600
GD29D,2020-12-22,44.5,44.6,43.36,43.51,4826,1608606000
GD29D,2020-12-23,44.44,44.5,43.62,44,32462,1608692400
GD29D,2020-12-28,43.5,44.9,43.5,44,36932,1609124400
GD29D,2020-12-29,44,44.85,44,44.78,5282,1609210800
GD29D,2020-12-30,44.7,45.2,43.5,44.9,25332,1609297200
GD29D,2021-01-04,45,45.2,43.11,43.11,43024,1609729200
GD29D,2021-01-05,43.01,43.1,42.61,42.8,32407,1609815600
GD29D,2021-01-06,42,43.94,41.5,43.85,65753,1609902000
GD29D,2021-01-07,43.02,43.74,43,43,22107,1609988400
GD29D,2021-01-08,43,43.34,43,43,46152,1610074800
GD29D,2021-01-11,42.9,43.4,42.75,43.1,77902,1610334000
GD29D,2021-01-12,42.75,44,42.75,43.01,17834,1610420400
GD29D,2021-01-13,43,43.4,42.2,42.2,61231,1610506800
GD29D,2021-01-14,42.2,43.07,41.65,41.66,22132,1610593200
GD29D,2021-01-15,41.66,43.5,41.5,42,54333,1610679600
GD29D,2021-01-18,41.8,42,41.75,42,18104,1610938800
GD29D,2021-01-19,42.32,43.38,42.01,43.1,25768,1611025200
GD29D,2021-01-20,42.3,43.22,42.3,42.87,23014,1611111600
GD29D,2021-01-21,43,43.4,43,43.05,122180,1611198000
GD29D,2021-01-22,43.2,43.5,43.1,43.5,14628,1611284400
GD29D,2021-01-25,42.16,43.37,42.16,43.37,32903,1611543600
GD29D,2021-01-26,43.37,43.4,43,43.15,9905,1611630000
GD29D,2021-01-27,42,43.48,42,43,20689,1611716400
GD29D,2021-01-28,43,43.1,43,43,5826,1611802800
GD29D,2021-01-29,42.7,43,42.7,43,7866,1611889200
GD29D,2021-02-01,43.5,43.5,42.7,43,13312,1612148400
GD29D,2021-02-02,42.75,43.45,42.75,42.75,40097,1612234800
GD29D,2021-02-03,42.73,42.73,42.25,42.25,31886,1612321200
GD29D,2021-02-04,42.51,42.85,42.5,42.75,24299,1612407600
GD29D,2021-02-05,42.75,44,42.75,43.52,44341,1612494000
GD29D,2021-02-08,43.52,45.1,43.1,43.52,12664,1612753200
GD29D,2021-02-09,43.12,43.73,42.55,42.8,4207,1612839600
GD29D,2021-02-10,43.73,44,42.8,42.8,150844,1612926000
GD29D,2021-02-11,42.85,43,42.54,42.55,164576,1613012400
GD29D,2021-02-12,42.86,43.39,42.86,43.2,49211,1613098800
GD29D,2021-02-17,43.2,43.2,42,42.4,54476,1613530800
GD29D,2021-02-18,42,43,41.82,42.2,82041,1613617200
GD29D,2021-02-19,43,43.2,42.19,42.21,166995,1613703600
GD29D,2021-02-22,42.21,42.4,42.2,42.4,163994,1613962800
GD29D,2021-02-23,42.3,42.3,41.31,41.8,626814,1614049200
GD29D,2021-02-24,41,41.99,41,41.5,32913,1614135600
