,especie,fecha,apertura,maximo,minimo,cierre,volumen,timestamp
0,GD46D,2020-09-16,44.5,44.5,41.0,41.0,95974,1600225200
1,GD46D,2020-09-17,40.0,40.3,40.0,40.3,10850,1600311600
2,GD46D,2020-09-18,39.7,41.0,39.7,40.8,14700,1600398000
3,GD46D,2020-09-21,41.5,41.5,38.7,39.0,58663,1600657200
4,GD46D,2020-09-22,39.0,40.6,39.0,40.6,60405,1600743600
5,GD46D,2020-09-23,40.8,40.8,37.5,38.1,59406,1600830000
6,GD46D,2020-09-24,39.0,41.5,39.0,41.5,57372,1600916400
7,GD46D,2020-09-25,41.0,42.0,41.0,42.0,148773,1601002800
8,GD46D,2020-09-28,41.0,42.5,41.0,41.6,113128,1601262000
9,GD46D,2020-09-29,40.9,42.0,40.5,42.0,177904,1601348400
10,GD46D,2020-09-30,41.99,42.05,41.99,42.05,28948,1601434800
11,GD46D,2020-10-01,42.0,42.2,42.0,42.2,35668,1601521200
12,GD46D,2020-10-02,40.94,40.94,39.75,39.75,1489,1601607600
13,GD46D,2020-10-05,39.2,40.5,39.2,39.8,51065,1601866800
14,GD46D,2020-10-06,39.8,39.95,39.8,39.95,26462,1601953200
15,GD46D,2020-10-07,40.0,40.5,40.0,40.5,62363,1602039600
16,GD46D,2020-10-08,40.5,41.0,40.5,41.0,198738,1602126000
17,GD46D,2020-10-09,41.0,41.7,41.0,41.5,106851,1602212400
18,GD46D,2020-10-13,40.99,41.5,40.8,41.5,205970,1602558000
19,GD46D,2020-10-14,40.5,41.5,40.5,41.0,282937,1602644400
20,GD46D,2020-10-15,40.2,41.08,39.5,39.5,38889,1602730800
21,GD46D,2020-10-16,39.0,39.03,38.5,38.5,1480,1602817200
22,GD46D,2020-10-19,38.0,38.0,37.5,37.5,9387,1603076400
23,GD46D,2020-10-20,37.0,37.0,36.5,37.0,3389,1603162800
24,GD46D,2020-10-21,36.5,36.5,35.0,36.0,6503,1603249200
25,GD46D,2020-10-22,36.0,36.5,35.2,36.5,53681,1603335600
26,GD46D,2020-10-23,36.0,36.6,35.0,36.6,14456,1603422000
27,GD46D,2020-10-26,36.35,36.4,35.0,36.0,13641,1603681200
28,GD46D,2020-10-27,36.0,36.0,35.1,35.1,23729,1603767600
29,GD46D,2020-10-28,35.0,36.0,35.0,35.15,1756,1603854000
30,GD46D,2020-10-29,35.0,36.0,35.0,35.8,36163,1603940400
31,GD46D,2020-10-30,35.0,36.0,35.0,36.0,13449,1604026800
32,GD46D,2020-11-02,35.5,36.35,35.5,36.35,4537,1604286000
33,GD46D,2020-11-04,36.5,37.5,36.5,37.5,5200,1604458800
34,GD46D,2020-11-05,37.5,37.5,37.0,37.5,1986,1604545200
35,GD46D,2020-11-09,37.5,37.9,36.5,37.9,212782,1604890800
36,GD46D,2020-11-10,37.89,38.2,37.8,38.0,88435,1604977200
37,GD46D,2020-11-11,37.0,38.0,37.0,38.0,44918,1605063600
38,GD46D,2020-11-12,37.05,38.49,37.05,38.25,75961,1605150000
39,GD46D,2020-11-13,37.5,39.49,37.5,39.0,31839,1605236400
40,GD46D,2020-11-16,39.01,39.9,39.0,39.25,60803,1605495600
41,GD46D,2020-11-17,39.24,39.24,39.0,39.0,13,1605582000
42,GD46D,2020-11-18,39.0,39.0,37.5,38.0,37789,1605668400
43,GD46D,2020-11-19,37.25,37.6,37.25,37.5,26291,1605754800
44,GD46D,2020-11-20,37.25,37.9,37.25,37.5,19651,1605841200
45,GD46D,2020-11-24,37.3,37.3,37.3,37.3,15,1606186800
46,GD46D,2020-11-25,37.0,37.8,37.0,37.7,5653,1606273200
47,GD46D,2020-11-26,37.7,37.7,37.0,37.0,1040,1606359600
48,GD46D,2020-11-27,37.0,37.2,37.0,37.0,187,1606446000
49,GD46D,2020-11-30,37.0,37.49,37.0,37.49,14064,1606705200
50,GD46D,2020-12-01,36.5,36.65,36.25,36.25,7440,1606791600
51,GD46D,2020-12-02,36.25,36.7,36.0,36.0,4005,1606878000
52,GD46D,2020-12-03,35.0,36.5,35.0,36.5,16343,1606964400
53,GD46D,2020-12-09,35.41,35.41,35.0,35.41,16541,1607482800
54,GD46D,2020-12-10,34.9,35.6,34.9,35.6,4600,1607569200
55,GD46D,2020-12-11,35.0,36.0,35.0,35.55,24982,1607655600
56,GD46D,2020-12-14,35.55,36.5,35.55,36.05,8967,1607914800
57,GD46D,2020-12-15,36.2,36.2,35.0,35.6,9550,1608001200
58,GD46D,2020-12-16,35.75,36.3,35.75,36.25,11630,1608087600
59,GD46D,2020-12-17,36.24,36.75,35.91,35.91,18089,1608174000
60,GD46D,2020-12-18,35.9,36.95,35.9,36.2,1375,1608260400
61,GD46D,2020-12-21,37.0,38.0,36.95,37.99,10573,1608519600
62,GD46D,2020-12-22,37.9,37.95,36.81,36.81,2415,1608606000
63,GD46D,2020-12-23,37.0,37.0,36.1,36.1,10726,1608692400
64,GD46D,2020-12-28,36.5,37.05,36.5,37.05,300,1609124400
65,GD46D,2020-12-29,36.2,37.5,36.2,37.5,21,1609210800
66,GD46D,2020-12-30,37.75,37.75,37.7,37.7,24,1609297200
67,GD46D,2021-01-04,36.6,36.6,36.2,36.2,5779,1609729200
68,GD46D,2021-01-05,35.5,36.0,35.0,36.0,8108,1609815600
69,GD46D,2021-01-06,35.4,35.61,35.4,35.61,2490,1609902000
70,GD46D,2021-01-07,35.52,36.49,35.5,36.49,10239,1609988400
71,GD46D,2021-01-08,35.5,36.4,35.5,36.0,55275,1610074800
72,GD46D,2021-01-11,35.5,36.0,35.0,36.0,15280,1610334000
73,GD46D,2021-01-12,35.1,35.1,35.0,35.0,1860,1610420400
74,GD46D,2021-01-13,35.0,36.0,34.6,35.6,6984,1610506800
75,GD46D,2021-01-14,35.0,35.7,34.95,34.95,22031,1610593200
76,GD46D,2021-01-15,35.0,35.0,34.6,35.0,1175,1610679600
77,GD46D,2021-01-18,34.3,34.3,34.3,34.3,100,1610938800
78,GD46D,2021-01-19,35.1,35.99,35.1,35.65,37775,1611025200
79,GD46D,2021-01-20,35.1,35.1,35.1,35.1,558,1611111600
80,GD46D,2021-01-21,34.75,36.0,34.75,36.0,19100,1611198000
81,GD46D,2021-01-22,35.1,35.1,34.3,34.3,4967,1611284400
82,GD46D,2021-01-25,35.2,36.3,35.2,36.3,4498,1611543600
83,GD46D,2021-01-26,36.4,36.4,36.4,36.4,4877,1611630000
84,GD46D,2021-01-27,35.5,35.5,35.5,35.5,210,1611716400
85,GD46D,2021-01-28,35.0,35.0,35.0,35.0,1816,1611802800
86,GD46D,2021-01-29,35.0,35.0,35.0,35.0,961,1611889200
87,GD46D,2021-02-01,35.01,35.01,34.85,35.0,16744,1612148400
88,GD46D,2021-02-02,35.0,35.5,35.0,35.5,1150,1612234800
89,GD46D,2021-02-03,35.75,35.75,35.01,35.25,5520,1612321200
90,GD46D,2021-02-04,35.1,35.4,35.0,35.4,48395,1612407600
91,GD46D,2021-02-05,35.3,35.99,35.3,35.9,13934,1612494000
92,GD46D,2021-02-08,35.45,35.45,35.0,35.9,21260,1612753200
93,GD46D,2021-02-09,35.01,35.75,35.01,35.01,1968,1612839600
94,GD46D,2021-02-10,35.75,35.8,34.81,35.55,104172,1612926000
95,GD46D,2021-02-11,35.0,35.0,35.0,35.0,5000,1613012400
96,GD46D,2021-02-12,34.81,34.81,34.0,34.0,54000,1613098800
97,GD46D,2021-02-17,34.21,34.85,34.2,34.25,135119,1613530800
98,GD46D,2021-02-18,34.11,34.49,33.5,34.49,8859,1613617200
99,GD46D,2021-02-19,34.0,34.15,33.5,34.15,27809,1613703600
100,GD46D,2021-02-22,34.0,34.4,34.0,34.4,220083,1613962800
101,GD46D,2021-02-23,33.5,33.5,33.5,33.5,597,1614049200
102,GD46D,2021-02-24,33.5,34.0,33.5,34.0,24112,1614135600
103,GD46D,2021-02-25,33.3,34.0,33.3,34.0,5801,1614222000
104,GD46D,2021-02-26,34.0,34.5,33.5,34.5,24390,1614308400
105,GD46D,2021-03-01,33.5,34.0,33.5,33.5,10195,1614567600
106,GD46D,2021-03-02,33.5,34.0,33.35,33.35,16782,1614654000
107,GD46D,2021-03-03,33.0,33.0,32.01,32.01,3880,1614740400
108,GD46D,2021-03-05,32.5,32.5,31.6,32.5,3394,1614913200
109,GD46D,2021-03-08,32.5,32.5,32.5,32.5,307,1615172400
110,GD46D,2021-03-10,32.5,32.5,31.0,31.5,10,1615345200
111,GD46D,2021-03-11,31.3,31.3,30.25,30.25,98,1615431600
112,GD46D,2021-03-12,31.15,31.25,31.15,31.2,313,1615518000
113,GD46D,2021-03-15,31.0,32.5,31.0,32.5,10937,1615777200
114,GD46D,2021-03-16,32.21,32.98,32.21,32.5,14963,1615863600
115,GD46D,2021-03-17,32.5,32.5,32.5,32.5,970,1615950000
116,GD46D,2021-03-18,32.0,32.0,32.0,32.0,8730,1616036400
117,GD46D,2021-03-19,32.6,32.75,32.6,32.75,7195,1616122800
118,GD46D,2021-03-22,32.38,33.01,32.38,33.01,1223,1616382000
119,GD46D,2021-03-23,32.5,33.75,32.5,33.75,912,1616468400
120,GD46D,2021-03-25,33.5,33.5,32.6,32.71,1000,1616641200
121,GD46D,2021-03-26,32.9,32.9,32.9,32.9,6079,1616727600
122,GD46D,2021-03-29,33.2,33.2,33.2,33.2,28,1616986800
123,GD46D,2021-03-30,33.0,33.0,32.5,32.5,33,1617073200
124,GD46D,2021-04-05,32.0,32.5,32.0,32.0,11147,1617591600
125,GD46D,2021-04-06,32.1,32.1,31.8,32.0,10453,1617678000
126,GD46D,2021-04-07,31.8,31.8,31.0,31.28,2834,1617764400
127,GD46D,2021-04-08,31.2,32.0,31.2,32.0,8740,1617850800
128,GD46D,2021-04-09,31.6,31.6,31.6,31.6,1291,1617937200
129,GD46D,2021-04-12,31.75,32.25,31.75,32.25,6059,1618196400
130,GD46D,2021-04-13,32.0,32.0,32.0,32.0,300,1618282800
131,GD46D,2021-04-14,32.5,32.5,32.0,32.0,40777,1618369200
132,GD46D,2021-04-16,31.9,32.0,31.5,32.0,3800,1618542000
133,GD46D,2021-04-19,31.8,32.25,31.55,32.25,4800,1618801200
134,GD46D,2021-04-20,31.8,32.5,31.5,32.5,2800,1618887600
135,GD46D,2021-04-22,32.0,32.53,31.8,32.53,11340,1619060400
136,GD46D,2021-04-23,32.63,32.75,31.9,31.9,1278,1619146800
137,GD46D,2021-04-26,31.95,32.0,31.8,32.0,100,1619406000
138,GD46D,2021-04-27,32.0,33.15,31.75,33.15,49037,1619492400
139,GD46D,2021-04-28,33.66,33.66,32.5,32.5,2122,1619578800
140,GD46D,2021-04-29,31.95,32.7,31.95,32.7,7419,1619665200
141,GD46D,2021-04-30,33.0,33.32,33.0,33.32,9,1619751600
142,GD46D,2021-05-03,33.0,33.0,32.83,32.83,1970,1620010800
143,GD46D,2021-05-04,32.6,33.4,32.4,32.4,6866,1620097200
144,GD46D,2021-05-05,32.4,33.0,32.25,33.0,4001,1620183600
