,especie,fecha,apertura,maximo,minimo,cierre,volumen,timestamp
0,GD29,2020-09-08,6450.0,6450.0,6200.0,6450.0,10440,1599534000
1,GD29,2020-09-09,6450.0,6620.0,6450.0,6620.0,372392,1599620400
2,GD29,2020-09-10,6620.0,6675.0,6600.0,6668.5,75356,1599706800
3,GD29,2020-09-11,6670.0,6700.0,6626.0,6700.0,120730,1599793200
4,GD29,2020-09-14,6500.0,6790.0,6500.0,6755.0,1629846,1600052400
5,GD29,2020-09-15,6750.0,6769.0,6600.0,6601.0,300892,1600138800
6,GD29,2020-09-16,6500.0,6554.0,6400.0,6420.0,186924,1600225200
7,GD29,2020-09-17,6430.0,6430.0,6081.0,6250.0,296859,1600311600
8,GD29,2020-09-18,6200.0,6550.0,6200.0,6375.0,384000,1600398000
9,GD29,2020-09-21,6375.0,6375.0,6150.0,6310.0,184331,1600657200
10,GD29,2020-09-22,6175.0,6400.0,6175.0,6360.0,73552,1600743600
11,GD29,2020-09-23,6310.0,6799.0,6310.0,6550.0,84076,1600830000
12,GD29,2020-09-24,6550.0,6600.0,6325.5,6350.0,76473,1600916400
13,GD29,2020-09-25,6351.0,6490.0,6350.0,6450.0,901663,1601002800
14,GD29,2020-09-28,6531.0,6711.5,6529.0,6601.0,128725,1601262000
15,GD29,2020-09-29,6650.0,6740.0,6515.5,6650.0,124005,1601348400
16,GD29,2020-09-30,6620.0,6795.0,6620.0,6690.0,305876,1601434800
17,GD29,2020-10-01,6710.0,6799.0,6710.0,6730.0,378517,1601521200
18,GD29,2020-10-02,6800.0,6989.0,6650.0,6820.0,223581,1601607600
19,GD29,2020-10-05,6820.0,6999.5,6700.0,6836.0,97739,1601866800
20,GD29,2020-10-06,6840.0,6997.5,6730.0,6730.0,124503,1601953200
21,GD29,2020-10-07,6729.0,6798.0,6645.0,6710.0,65571,1602039600
22,GD29,2020-10-08,6765.0,6850.0,6765.0,6772.5,58221,1602126000
23,GD29,2020-10-09,6880.0,7060.0,6875.0,7030.0,59800,1602212400
24,GD29,2020-10-13,7032.0,7085.0,6822.0,7070.0,131013,1602558000
25,GD29,2020-10-14,7010.0,7250.0,7010.0,7250.0,986593,1602644400
26,GD29,2020-10-15,7300.0,7350.0,7100.0,7250.0,93945,1602730800
27,GD29,2020-10-16,7200.0,7500.0,7105.0,7250.0,892848,1602817200
28,GD29,2020-10-19,7150.0,7250.0,6900.0,7030.0,197779,1603076400
29,GD29,2020-10-20,6902.0,7130.0,6850.0,7130.0,455987,1603162800
30,GD29,2020-10-21,7200.0,7545.0,7200.0,7390.0,876539,1603249200
31,GD29,2020-10-22,7401.0,7700.0,7400.0,7699.0,120884,1603335600
32,GD29,2020-10-23,7720.0,7750.0,7520.0,7690.0,36065,1603422000
33,GD29,2020-10-26,7690.0,7700.0,7311.0,7431.0,21681,1603681200
34,GD29,2020-10-27,7350.0,7520.0,6910.0,6910.0,74430,1603767600
35,GD29,2020-10-28,7100.0,7100.0,6500.0,7000.0,63125,1603854000
36,GD29,2020-10-29,6900.0,7000.0,6500.0,6900.0,66950,1603940400
37,GD29,2020-10-30,6900.0,6900.0,6625.0,6690.0,146253,1604026800
38,GD29,2020-11-02,6600.0,6679.0,6400.0,6435.0,33178,1604286000
39,GD29,2020-11-03,6500.0,6500.0,6155.0,6400.5,192285,1604372400
40,GD29,2020-11-04,6400.0,6515.0,6310.0,6425.0,172594,1604458800
41,GD29,2020-11-05,6425.0,6900.0,6400.0,6900.0,1123251,1604545200
42,GD29,2020-11-06,6550.0,6560.0,6400.0,6450.0,249856,1604631600
43,GD29,2020-11-09,6400.0,6659.0,6400.0,6651.0,789859,1604890800
44,GD29,2020-11-10,6651.0,6700.0,6500.0,6650.0,327562,1604977200
45,GD29,2020-11-11,6520.0,6660.0,6520.0,6650.0,906355,1605063600
46,GD29,2020-11-12,6900.0,6900.0,6500.0,6550.0,382906,1605150000
47,GD29,2020-11-13,6540.0,6650.0,6530.0,6650.0,139487,1605236400
48,GD29,2020-11-16,6800.0,6800.0,6555.0,6635.0,367785,1605495600
49,GD29,2020-11-17,6700.0,6700.0,6558.0,6580.0,249197,1605582000
50,GD29,2020-11-18,6560.0,6660.0,6560.0,6600.0,104723,1605668400
51,GD29,2020-11-19,6655.0,6655.0,6550.0,6550.0,179282,1605754800
52,GD29,2020-11-20,6525.0,6649.0,6510.0,6520.0,68042,1605841200
53,GD29,2020-11-24,6550.0,6630.0,6550.0,6629.0,195255,1606186800
54,GD29,2020-11-25,6629.0,6629.0,6556.0,6560.0,787047,1606273200
55,GD29,2020-11-26,6510.0,6600.0,6500.0,6589.0,48258,1606359600
56,GD29,2020-11-27,6670.0,6699.5,6600.0,6630.0,184341,1606446000
57,GD29,2020-11-30,6620.0,6620.0,6450.0,6500.0,44850,1606705200
58,GD29,2020-12-01,6460.0,6500.0,6350.5,6386.0,38044,1606791600
59,GD29,2020-12-02,6499.0,6499.0,6200.0,6310.0,44237,1606878000
60,GD29,2020-12-03,6290.0,6350.0,6125.0,6277.0,85280,1606964400
61,GD29,2020-12-04,6300.0,6300.0,6150.0,6150.0,74077,1607050800
62,GD29,2020-12-09,6150.0,6323.5,6010.0,6022.0,58225,1607482800
63,GD29,2020-12-10,6000.0,6100.0,5975.0,6000.0,131326,1607569200
64,GD29,2020-12-11,5995.0,6150.0,5965.0,6150.0,106917,1607655600
65,GD29,2020-12-14,6249.0,6260.0,6150.0,6210.0,64398,1607914800
66,GD29,2020-12-15,6250.0,6250.0,6180.0,6220.0,45815,1608001200
67,GD29,2020-12-16,6354.0,6354.0,6120.0,6150.0,87698,1608087600
68,GD29,2020-12-17,6150.0,6274.0,6006.0,6110.0,37988,1608174000
69,GD29,2020-12-18,6200.0,6350.0,6080.0,6349.0,201264,1608260400
70,GD29,2020-12-21,6350.0,6350.0,6100.0,6200.0,197253,1608519600
71,GD29,2020-12-22,6290.0,6290.0,6120.0,6150.0,120760,1608606000
72,GD29,2020-12-23,6121.0,6249.0,6121.0,6249.0,91675,1608692400
73,GD29,2020-12-28,6323.5,6323.5,6112.0,6290.0,70545,1609124400
74,GD29,2020-12-29,6260.0,6398.0,6260.0,6360.0,73473,1609210800
75,GD29,2020-12-30,6360.0,6360.0,6200.0,6220.0,182348,1609297200
76,GD29,2021-01-04,6310.0,6310.0,6125.5,6150.0,102593,1609729200
77,GD29,2021-01-05,6150.0,6240.0,6150.0,6200.0,104028,1609815600
