,especie,fecha,apertura,maximo,minimo,cierre,volumen,timestamp
0,GD46,2020-09-09,5600.0,5600.0,5500.0,5500.0,511,1599620400
1,GD46,2020-09-10,5500.0,5600.0,5400.0,5600.0,70552,1599706800
2,GD46,2020-09-11,5615.0,5619.0,5540.0,5574.0,40801,1599793200
3,GD46,2020-09-14,5569.0,5569.0,5525.0,5550.0,63553,1600052400
4,GD46,2020-09-15,5500.0,5550.0,5450.0,5450.0,107218,1600138800
5,GD46,2020-09-16,5450.0,5450.0,5200.0,5300.0,54283,1600225200
6,GD46,2020-09-17,5150.0,5150.0,4950.0,5140.0,110548,1600311600
7,GD46,2020-09-18,5100.0,5260.0,5100.0,5250.0,63251,1600398000
8,GD46,2020-09-21,5250.0,5395.0,5200.0,5200.0,53541,1600657200
9,GD46,2020-09-22,5300.0,5320.0,5100.0,5320.0,76310,1600743600
10,GD46,2020-09-23,5175.0,5350.0,5100.0,5350.0,45552,1600830000
11,GD46,2020-09-24,5400.0,5400.0,5250.0,5350.0,36562,1600916400
12,GD46,2020-09-25,5400.0,5460.0,5350.0,5460.0,66306,1601002800
13,GD46,2020-09-28,5500.0,5610.0,5490.0,5580.0,8661,1601262000
14,GD46,2020-09-29,5600.0,5825.0,5500.0,5700.5,54328,1601348400
15,GD46,2020-09-30,5720.0,5750.0,5650.0,5719.0,28410,1601434800
16,GD46,2020-10-01,5700.0,5750.0,5560.0,5632.0,28407,1601521200
17,GD46,2020-10-02,5741.0,5741.0,5632.0,5680.0,21540,1601607600
18,GD46,2020-10-05,5787.0,5787.0,5570.0,5580.0,63309,1601866800
19,GD46,2020-10-06,5600.0,5670.0,5600.0,5625.0,10706,1601953200
20,GD46,2020-10-07,5600.0,5600.0,5550.0,5550.0,52932,1602039600
21,GD46,2020-10-08,5625.0,5740.0,5625.0,5696.5,13111,1602126000
22,GD46,2020-10-09,5696.5,6020.0,5696.5,6000.0,29478,1602212400
23,GD46,2020-10-13,5800.0,5998.0,5800.0,5950.0,29070,1602558000
24,GD46,2020-10-14,5950.0,5975.0,5800.0,5969.0,62425,1602644400
25,GD46,2020-10-15,5989.0,6100.0,5989.0,6080.0,86888,1602730800
26,GD46,2020-10-16,6080.0,6100.0,6080.0,6085.0,5320,1602817200
27,GD46,2020-10-19,5998.0,5998.0,5812.0,5965.0,25925,1603076400
28,GD46,2020-10-20,5812.0,5850.0,5765.0,5825.5,228798,1603162800
29,GD46,2020-10-21,5923.0,6055.0,5826.0,6000.0,549092,1603249200
30,GD46,2020-10-22,6010.0,6100.0,5970.0,6050.0,366048,1603335600
31,GD46,2020-10-23,6099.5,6100.0,5775.0,5919.0,9890,1603422000
