,especie,fecha,apertura,maximo,minimo,cierre,volumen,timestamp
0,GD41D,2020-09-15,45.99,46.0,44.5,45.0,284775,1600138800
1,GD41D,2020-09-16,43.0,43.75,42.75,42.75,271185,1600225200
2,GD41D,2020-09-17,42.1,42.1,40.6,40.6,162750,1600311600
3,GD41D,2020-09-18,42.0,42.0,40.54,40.6,147088,1600398000
4,GD41D,2020-09-21,39.5,40.0,39.0,39.0,171298,1600657200
5,GD41D,2020-09-22,40.05,40.05,39.0,39.1,48312,1600743600
6,GD41D,2020-09-23,38.5,40.2,38.0,40.2,436033,1600830000
7,GD41D,2020-09-24,40.5,42.01,40.5,42.01,218335,1600916400
8,GD41D,2020-09-25,41.7,43.0,41.7,42.5,757394,1601002800
9,GD41D,2020-09-28,43.5,43.5,41.51,42.0,71688,1601262000
10,GD41D,2020-09-29,42.0,42.0,42.0,42.0,284481,1601348400
11,GD41D,2020-09-30,41.5,43.99,41.5,43.99,96303,1601434800
12,GD41D,2020-10-01,42.5,43.9,42.5,43.9,1234678,1601521200
13,GD41D,2020-10-02,41.75,43.45,41.75,42.0,382962,1601607600
14,GD41D,2020-10-05,41.0,43.0,41.0,41.75,226357,1601866800
15,GD41D,2020-10-06,42.5,42.5,40.0,41.78,48765,1601953200
16,GD41D,2020-10-07,41.94,41.94,40.2,40.97,7472,1602039600
17,GD41D,2020-10-08,41.3,41.5,40.35,41.0,312355,1602126000
18,GD41D,2020-10-09,40.0,41.6,40.0,41.59,132996,1602212400
19,GD41D,2020-10-13,41.0,41.45,39.2,41.4,437378,1602558000
20,GD41D,2020-10-14,41.4,41.4,40.1,40.1,1115787,1602644400
21,GD41D,2020-10-15,39.5,39.99,38.0,39.45,152343,1602730800
22,GD41D,2020-10-16,39.5,39.5,38.15,38.16,415937,1602817200
23,GD41D,2020-10-19,38.0,39.6,37.5,38.0,137389,1603076400
24,GD41D,2020-10-20,37.0,37.8,36.15,37.0,157656,1603162800
25,GD41D,2020-10-21,37.74,37.9,36.0,37.0,178767,1603249200
26,GD41D,2020-10-22,36.5,38.5,36.5,37.0,202763,1603335600
