,especie,fecha,apertura,maximo,minimo,cierre,volumen,timestamp
0,GD38,2020-09-09,5851.0,6300.0,5851.0,6271.0,60191,1599620400
1,GD38,2020-09-10,6450.0,6450.0,6390.0,6420.0,146152,1599706800
2,GD38,2020-09-11,6422.0,6422.0,6380.0,6385.0,33828,1599793200
3,GD38,2020-09-14,6444.0,6490.0,6389.5,6490.0,268781,1600052400
4,GD38,2020-09-15,6400.0,6480.0,6300.0,6389.0,76382,1600138800
5,GD38,2020-09-16,6300.0,6300.0,6063.0,6200.0,14043,1600225200
6,GD38,2020-09-17,5930.0,5940.0,5920.0,5940.0,27931,1600311600
7,GD38,2020-09-18,5900.0,6150.0,5881.0,6100.0,398514,1600398000
8,GD38,2020-09-21,5950.0,6250.0,5900.0,6150.0,30773,1600657200
9,GD38,2020-09-22,6150.0,6400.0,6055.0,6280.0,80324,1600743600
10,GD38,2020-09-23,6200.0,6340.0,6000.0,6300.0,86827,1600830000
11,GD38,2020-09-24,6350.0,6350.0,5790.0,6020.0,284457,1600916400
12,GD38,2020-09-25,6130.0,6250.0,6020.0,6200.0,107444,1601002800
13,GD38,2020-09-28,6200.0,6250.0,6150.0,6182.0,34652,1601262000
14,GD38,2020-09-29,6185.0,6374.5,6150.0,6365.0,147833,1601348400
15,GD38,2020-09-30,6450.0,6450.0,6370.0,6380.0,84940,1601434800
16,GD38,2020-10-01,6400.0,6420.0,6380.0,6400.0,245782,1601521200
17,GD38,2020-10-02,6410.0,6410.0,6211.0,6350.0,52455,1601607600
18,GD38,2020-10-05,6351.0,6500.0,6251.0,6300.0,212176,1601866800
19,GD38,2020-10-06,6300.0,6300.0,6180.0,6195.0,86831,1601953200
20,GD38,2020-10-07,6150.0,6199.0,6144.0,6199.0,261596,1602039600
21,GD38,2020-10-08,6200.0,6300.0,6191.0,6295.0,619631,1602126000
22,GD38,2020-10-09,6490.0,6540.0,6360.0,6530.0,143125,1602212400
23,GD38,2020-10-13,6500.0,6625.0,6450.0,6610.0,355648,1602558000
24,GD38,2020-10-14,6750.0,6750.0,6600.0,6650.0,227151,1602644400
25,GD38,2020-10-15,6740.0,7000.0,6740.0,6800.0,49115,1602730800
26,GD38,2020-10-16,7050.0,7050.0,6880.0,7000.0,361111,1602817200
27,GD38,2020-10-19,7000.0,7000.0,6751.0,6760.0,3521,1603076400
28,GD38,2020-10-20,6798.0,6899.0,6577.0,6899.0,33679,1603162800
29,GD38,2020-10-21,6900.0,7220.0,6800.0,7200.0,564855,1603249200
30,GD38,2020-10-22,7269.0,7289.0,7075.0,7250.0,66036,1603335600
31,GD38,2020-10-23,7350.0,7350.0,7000.0,7160.0,127162,1603422000
32,GD38,2020-10-26,7091.0,7091.0,7050.0,7050.0,122440,1603681200
33,GD38,2020-10-27,7000.0,7000.0,6400.0,6510.0,281843,1603767600
34,GD38,2020-10-28,6700.0,6700.0,6110.0,6110.0,19673,1603854000
35,GD38,2020-10-29,6100.0,6400.0,6000.0,6400.0,46732,1603940400
36,GD38,2020-10-30,6300.0,6300.0,5900.0,6100.0,6713,1604026800
37,GD38,2020-11-02,6000.0,6000.0,5805.0,5805.0,320831,1604286000
38,GD38,2020-11-03,5900.0,6150.0,5800.0,5850.0,14559,1604372400
39,GD38,2020-11-04,5850.0,6150.0,5805.0,6150.0,540953,1604458800
40,GD38,2020-11-05,6150.0,6200.0,6080.0,6200.0,19275,1604545200
41,GD38,2020-11-06,6200.0,6249.0,6110.0,6110.0,324,1604631600
42,GD38,2020-11-09,6248.0,6260.0,6125.0,6175.0,18806,1604890800
43,GD38,2020-11-10,6218.0,6250.0,5500.0,6000.0,131291,1604977200
44,GD38,2020-11-11,6100.0,6190.0,6100.0,6190.0,28844,1605063600
45,GD38,2020-11-12,6190.0,6200.0,6075.0,6140.0,26977,1605150000
46,GD38,2020-11-13,6200.0,6200.0,6150.0,6200.0,30232,1605236400
47,GD38,2020-11-16,6205.0,6300.0,6205.0,6225.0,3567,1605495600
48,GD38,2020-11-17,6250.0,6275.0,6200.0,6250.0,17642,1605582000
49,GD38,2020-11-18,6250.0,6300.0,6249.0,6249.0,95435,1605668400
50,GD38,2020-11-19,6249.0,6249.0,6020.0,6199.5,10896,1605754800
51,GD38,2020-11-20,6180.0,6195.0,6150.0,6174.0,75774,1605841200
52,GD38,2020-11-24,6200.0,6200.0,6100.0,6200.0,80255,1606186800
53,GD38,2020-11-25,6200.0,6200.0,6090.0,6125.0,40911,1606273200
54,GD38,2020-11-26,6000.0,6125.0,6000.0,6125.0,19553,1606359600
55,GD38,2020-11-27,6090.0,6200.0,6071.0,6125.0,12914,1606446000
56,GD38,2020-11-30,6010.0,6125.0,6010.0,6125.0,35524,1606705200
57,GD38,2020-12-01,6125.0,6125.0,6000.0,6000.0,43856,1606791600
58,GD38,2020-12-02,6001.0,6001.0,5830.0,5830.0,91985,1606878000
59,GD38,2020-12-03,5825.0,5850.0,5715.0,5715.0,16067,1606964400
60,GD38,2020-12-04,5815.0,5830.0,5715.5,5730.0,6458,1607050800
61,GD38,2020-12-09,5849.5,5849.5,5455.0,5540.0,134457,1607482800
62,GD38,2020-12-10,5511.0,5600.0,5510.0,5600.0,126203,1607569200
63,GD38,2020-12-11,5601.0,5760.0,5599.5,5635.0,122167,1607655600
64,GD38,2020-12-14,5700.0,5900.0,5675.0,5900.0,65461,1607914800
65,GD38,2020-12-15,5900.0,5960.0,5780.0,5960.0,37703,1608001200
66,GD38,2020-12-16,6050.0,6050.0,5755.0,5809.0,43255,1608087600
67,GD38,2020-12-17,5820.0,5900.0,5790.0,5820.0,168014,1608174000
68,GD38,2020-12-18,5700.0,6000.0,5700.0,5905.0,86629,1608260400
69,GD38,2020-12-21,6079.5,6079.5,5895.0,5895.0,27091,1608519600
