,especie,fecha,apertura,maximo,minimo,cierre,volumen,timestamp
0,AL41,2020-09-07,6000.0,6000.0,5452.0,5489.0,413011,1599447600
1,AL41,2020-09-08,5400.0,5550.0,5350.0,5520.0,383192,1599534000
2,AL41,2020-09-09,5520.0,5600.0,5510.0,5600.0,1158284,1599620400
3,AL41,2020-09-10,5600.0,5650.0,5555.0,5571.0,362108,1599706800
4,AL41,2020-09-11,5505.0,5630.0,5490.0,5510.0,661775,1599793200
5,AL41,2020-09-14,5510.0,5600.0,5390.0,5430.0,384442,1600052400
6,AL41,2020-09-15,5470.0,5470.0,5325.0,5329.5,516798,1600138800
7,AL41,2020-09-16,5330.0,5450.0,5200.0,5218.5,57655,1600225200
8,AL41,2020-09-17,5210.0,5215.0,4999.0,5030.0,105480,1600311600
9,AL41,2020-09-18,5100.0,5150.0,5000.0,5110.0,167004,1600398000
10,AL41,2020-09-21,5100.0,5110.0,5010.0,5088.0,188167,1600657200
11,AL41,2020-09-22,5010.0,5100.0,5010.0,5080.0,474101,1600743600
12,AL41,2020-09-23,5150.0,5350.0,5050.0,5300.0,698915,1600830000
13,AL41,2020-09-24,5300.0,5400.0,5150.0,5260.0,653996,1600916400
14,AL41,2020-09-25,5200.0,5344.5,5120.0,5299.0,517883,1601002800
15,AL41,2020-09-28,5250.0,5400.0,5250.0,5328.0,422110,1601262000
16,AL41,2020-09-29,5330.0,5450.0,5260.0,5420.0,256925,1601348400
17,AL41,2020-09-30,5420.0,5528.0,5375.0,5430.0,382389,1601434800
18,AL41,2020-10-01,5430.0,5540.0,5400.0,5525.0,702617,1601521200
19,AL41,2020-10-02,5500.0,5597.0,5450.0,5560.0,474509,1601607600
20,AL41,2020-10-05,5530.0,5614.0,5520.0,5614.0,472267,1601866800
21,AL41,2020-10-06,5750.0,5750.0,5480.0,5600.0,310559,1601953200
22,AL41,2020-10-07,5600.0,5620.0,5510.5,5569.0,470758,1602039600
23,AL41,2020-10-08,5700.0,5700.0,5500.0,5550.0,443069,1602126000
24,AL41,2020-10-09,5686.0,5740.0,5572.0,5695.0,1122144,1602212400
25,AL41,2020-10-13,5695.0,5725.0,5600.0,5716.0,245293,1602558000
26,AL41,2020-10-14,5650.0,5750.0,5611.0,5675.0,2241444,1602644400
27,AL41,2020-10-15,5605.0,5714.5,5561.0,5600.0,6627793,1602730800
28,AL41,2020-10-16,5650.0,5680.0,5450.0,5517.0,4513633,1602817200
29,AL41,2020-10-19,5555.0,5600.0,5325.0,5394.0,3165794,1603076400
30,AL41,2020-10-20,5382.0,5450.0,5305.5,5430.0,1647547,1603162800
31,AL41,2020-10-21,5430.0,5700.0,5430.0,5609.0,1579700,1603249200
32,AL41,2020-10-22,5615.0,5640.0,5550.0,5615.0,1974491,1603335600
33,AL41,2020-10-23,5675.0,5675.0,5420.0,5460.0,222196,1603422000
34,AL41,2020-10-26,5579.5,5579.5,5220.0,5220.0,149642,1603681200
35,AL41,2020-10-27,5300.0,5300.0,5090.0,5100.0,211537,1603767600
36,AL41,2020-10-28,5285.0,5285.0,4860.0,4915.0,685956,1603854000
37,AL41,2020-10-29,4930.0,5000.0,4800.0,4918.0,304690,1603940400
38,AL41,2020-10-30,4920.0,5000.0,4810.0,4838.0,296942,1604026800
39,AL41,2020-11-02,4880.0,4880.0,4760.0,4785.0,258952,1604286000
40,AL41,2020-11-03,4800.0,4900.0,4720.0,4850.0,487323,1604372400
41,AL41,2020-11-04,4946.5,4946.5,4805.0,4875.0,763759,1604458800
42,AL41,2020-11-05,4880.0,5010.0,4867.0,4980.0,666844,1604545200
43,AL41,2020-11-06,5045.0,5048.0,4935.0,4998.0,253526,1604631600
44,AL41,2020-11-09,4901.0,5150.0,4901.0,5010.0,586065,1604890800
45,AL41,2020-11-10,5149.0,5149.0,4940.0,5030.0,439324,1604977200
